modelo,modo,semilla,repeticion,segundos,fraudes_totales,casos_elevados,fraudes_elevados,recall_detector,recall_sistema,precision_sistema,n_confirmados,n_descartados,n_fraude_descartado,fraude_descartado,n_descarte_correcto,auditoria,fiable,cobertura,cobertura_investigacion,error
qwen2.5-14b-ctx16k,revisa,3,4,284.7,26,32,18,0.6923076923076923,0.6923076923076923,0.75,24,8,0,,8,FIABLE,True,1.0,1.0,
gpt-oss-20b-ctx16k,revisa,0,1,513.1,54,55,44,0.8148148148148148,0.7777777777777778,0.8235294117647058,51,4,2,1885;12377,2,FIABLE,True,1.0,1.0,
gpt-oss-20b-ctx16k,revisa,0,2,519.6,54,55,44,0.8148148148148148,0.7777777777777778,0.8235294117647058,51,4,2,1885;12377,2,FIABLE,True,1.0,1.0,
gpt-oss-20b-ctx16k,revisa,0,3,478.5,54,55,44,0.8148148148148148,0.7962962962962963,0.8269230769230769,52,3,1,12377,2,INCOMPLETO,False,0.0,1.0,
gpt-oss-20b-ctx16k,revisa,0,4,492.6,54,55,44,0.8148148148148148,0.8148148148148148,0.8301886792452831,53,2,0,,2,FIABLE,True,1.0,1.0,
gpt-oss-20b-ctx16k,revisa,1,1,516.9,51,53,41,0.803921568627451,0.7843137254901961,0.8163265306122449,49,4,1,3693,3,INCOMPLETO,False,0.434,1.0,
gpt-oss-20b-ctx16k,revisa,1,2,498.4,51,53,41,0.803921568627451,0.803921568627451,0.8367346938775511,49,4,0,,4,INCOMPLETO,False,0.925,1.0,
gpt-oss-20b-ctx16k,revisa,1,3,470.4,51,53,41,0.803921568627451,0.7843137254901961,0.7692307692307693,52,1,1,3693,0,INCOMPLETO,False,0.019,1.0,
gpt-oss-20b-ctx16k,revisa,1,4,514.6,51,53,41,0.803921568627451,0.7843137254901961,0.8333333333333334,48,5,1,3693,4,INCOMPLETO,False,0.396,1.0,
gpt-oss-20b-ctx16k,revisa,2,1,390.2,38,42,27,0.7105263157894737,0.7105263157894737,0.6923076923076923,39,3,0,,3,INCOMPLETO,False,0.262,1.0,
gpt-oss-20b-ctx16k,revisa,2,2,374.6,38,42,27,0.7105263157894737,0.7105263157894737,0.75,36,6,0,,6,FIABLE,True,1.0,1.0,
gpt-oss-20b-ctx16k,revisa,2,3,395.9,38,42,27,0.7105263157894737,0.7105263157894737,0.675,40,2,0,,2,FIABLE,True,1.0,1.0,
gpt-oss-20b-ctx16k,revisa,2,4,387.6,38,42,27,0.7105263157894737,0.7105263157894737,0.6923076923076923,39,3,0,,3,INCOMPLETO,False,0.976,1.0,
gpt-oss-20b-ctx16k,revisa,3,1,328.7,26,32,18,0.6923076923076923,0.6923076923076923,0.6,30,2,0,,2,FIABLE,True,1.0,1.0,
gpt-oss-20b-ctx16k,revisa,3,2,325.7,26,32,18,0.6923076923076923,0.6923076923076923,0.6,30,2,0,,2,INCOMPLETO,False,0.938,1.0,
gpt-oss-20b-ctx16k,revisa,3,3,326.6,26,32,18,0.6923076923076923,0.6923076923076923,0.6206896551724138,29,3,0,,3,FIABLE,True,1.0,1.0,
gpt-oss-20b-ctx16k,revisa,3,4,328.5,26,32,18,0.6923076923076923,0.6923076923076923,0.6206896551724138,29,3,0,,3,FIABLE,True,1.0,1.0,
llama3.1-8b-ctx16k,revisa,0,1,178.4,54,55,44,0.8148148148148148,0.7777777777777778,0.9333333333333333,45,10,2,1885;12377,8,NO FIABLE - invencion semantica,False,0.055,1.0,
llama3.1-8b-ctx16k,revisa,0,2,171.9,54,55,44,0.8148148148148148,0.7777777777777778,0.875,48,7,2,1885;12377,5,INCOMPLETO,False,0.036,1.0,
llama3.1-8b-ctx16k,revisa,0,3,182.6,54,55,44,0.8148148148148148,0.7592592592592593,0.9111111111111111,45,10,3,1885;6729;12377,7,INCOMPLETO,False,0.055,1.0,
llama3.1-8b-ctx16k,revisa,0,4,173.0,54,55,44,0.8148148148148148,0.7777777777777778,0.8936170212765957,47,8,2,1885;12377,6,INCOMPLETO,False,0.0,1.0,
llama3.1-8b-ctx16k,revisa,1,1,146.6,51,53,41,0.803921568627451,0.7450980392156863,0.8636363636363636,44,9,3,578;3693;11767,6,FIABLE,True,1.0,1.0,
llama3.1-8b-ctx16k,revisa,1,2,145.2,51,53,41,0.803921568627451,0.7843137254901961,0.8695652173913043,46,7,1,3693,6,INCOMPLETO,False,0.962,1.0,
llama3.1-8b-ctx16k,revisa,1,3,148.8,51,53,41,0.803921568627451,0.7843137254901961,0.851063829787234,47,6,1,3693,5,FIABLE,True,1.0,1.0,
llama3.1-8b-ctx16k,revisa,1,4,140.6,51,53,41,0.803921568627451,0.7647058823529411,0.9069767441860465,43,10,2,3693;11767,8,INCOMPLETO,False,0.094,1.0,
llama3.1-8b-ctx16k,revisa,2,1,118.3,38,42,27,0.7105263157894737,0.7105263157894737,0.7941176470588235,34,8,0,,8,FIABLE,True,1.0,1.0,
llama3.1-8b-ctx16k,revisa,2,2,103.3,38,42,27,0.7105263157894737,0.6842105263157895,0.7878787878787878,33,9,1,5275,8,FIABLE,True,1.0,1.0,
llama3.1-8b-ctx16k,revisa,2,3,111.4,38,42,27,0.7105263157894737,0.6842105263157895,0.8125,32,10,1,3608,9,FIABLE,True,1.0,1.0,
llama3.1-8b-ctx16k,revisa,2,4,114.3,38,42,27,0.7105263157894737,0.6842105263157895,0.8125,32,10,1,5275,9,FIABLE,True,1.0,1.0,
llama3.1-8b-ctx16k,revisa,3,1,106.6,26,32,18,0.6923076923076923,0.6923076923076923,0.72,25,7,0,,7,FIABLE,True,1.0,1.0,
llama3.1-8b-ctx16k,revisa,3,2,114.8,26,32,18,0.6923076923076923,0.6923076923076923,0.6923076923076923,26,6,0,,6,INCOMPLETO,False,0.844,1.0,
llama3.1-8b-ctx16k,revisa,3,3,99.8,26,32,18,0.6923076923076923,0.6923076923076923,0.6923076923076923,26,6,0,,6,INCOMPLETO,False,0.938,1.0,
llama3.1-8b-ctx16k,revisa,3,4,96.7,26,32,18,0.6923076923076923,0.6923076923076923,0.6666666666666666,27,5,0,,5,INCOMPLETO,False,0.844,1.0,
